season,episodeNumber,episodeTitle,sceneNumber,location,sublocation,sceneStart,sceneEnd,name,sceneDuration
7,2,Stormborn,17,The Reach,Oldtown,0:31:25,0:32:50,Archmaester Ebrose,85
7,2,Stormborn,18,The Reach,Oldtown,0:32:50,0:33:19,Jorah Mormont,29
7,2,Stormborn,19,The Reach,Oldtown,0:33:19,0:36:41,Jorah Mormont,202
7,2,Stormborn,19,The Reach,Oldtown,0:33:19,0:36:41,Samwell Tarly,202
7,2,Stormborn,21,The Riverlands,Crossroads Inn,0:36:49,0:37:07,Arya Stark,18
7,2,Stormborn,22,The Riverlands,Crossroads Inn,0:37:07,0:39:43,Arya Stark,156
7,2,Stormborn,22,The Riverlands,Crossroads Inn,0:37:07,0:39:43,Hot Pie,156
7,2,Stormborn,23,The Riverlands,Crossroads Inn,0:39:43,0:40:14,Arya Stark,31
7,2,Stormborn,24,The North,Winterfell,0:40:14,0:40:41,Jon Snow,27
7,2,Stormborn,24,The North,Winterfell,0:40:14,0:40:41,Maester Wolkan,27
7,2,Stormborn,25,The North,Winterfell,0:40:41,0:44:38,Jon Snow,237
7,2,Stormborn,25,The North,Winterfell,0:40:41,0:44:38,Lyanna Mormont,237
7,2,Stormborn,25,The North,Winterfell,0:40:41,0:44:38,Alys Karstark,237
7,2,Stormborn,25,The North,Winterfell,0:40:41,0:44:38,Ned Umber,237
7,2,Stormborn,25,The North,Winterfell,0:40:41,0:44:38,Robett Glover,237
7,2,Stormborn,25,The North,Winterfell,0:40:41,0:44:38,Sansa Stark,237
7,2,Stormborn,25,The North,Winterfell,0:40:41,0:44:38,Petyr Baelish,237
7,2,Stormborn,25,The North,Winterfell,0:40:41,0:44:38,Yohn Royce,237
7,2,Stormborn,25,The North,Winterfell,0:40:41,0:44:38,Davos Seaworth,237
7,2,Stormborn,25,The North,Winterfell,0:40:41,0:44:38,Brienne of Tarth,237
7,2,Stormborn,26,The North,Winterfell,0:44:38,0:44:47,Jon Snow,9
7,2,Stormborn,27,The North,Winterfell,0:44:47,0:46:35,Jon Snow,108
7,2,Stormborn,27,The North,Winterfell,0:44:47,0:46:35,Petyr Baelish,108
7,2,Stormborn,28,The North,Winterfell,0:46:35,0:46:40,Jon Snow,5
7,2,Stormborn,29,The North,Winterfell,0:46:40,0:46:51,Jon Snow,11
7,2,Stormborn,29,The North,Winterfell,0:46:40,0:46:51,Davos Seaworth,11
7,2,Stormborn,30,The North,Winterfell,0:46:51,0:47:05,Jon Snow,14
7,2,Stormborn,30,The North,Winterfell,0:46:51,0:47:05,Davos Seaworth,14
7,2,Stormborn,30,The North,Winterfell,0:46:51,0:47:05,Sansa Stark,14
7,2,Stormborn,31,The North,Winterfell,0:47:05,0:47:08,Sansa Stark,3
7,2,Stormborn,32,The North,Winterfell,0:47:08,0:47:20,Sansa Stark,12
7,2,Stormborn,32,The North,Winterfell,0:47:08,0:47:20,Petyr Baelish,12
7,2,Stormborn,33,The Riverlands,To The Twins,0:47:20,0:48:40,Arya Stark,80
7,2,Stormborn,34,The Riverlands,To The Twins,0:48:40,0:49:57,Arya Stark,77
7,2,Stormborn,34,The Riverlands,To The Twins,0:48:40,0:49:57,Nymeria,77
7,2,Stormborn,35,The Riverlands,To The Twins,0:49:57,0:50:17,Arya Stark,20
7,2,Stormborn,37,The Narrow Sea,NA,0:50:31,0:51:03,Obara Sand,32
7,2,Stormborn,37,The Narrow Sea,NA,0:50:31,0:51:03,Tyene Sand,32
7,2,Stormborn,37,The Narrow Sea,NA,0:50:31,0:51:03,Nymeria Sand,32
7,2,Stormborn,38,The Narrow Sea,NA,0:51:03,0:52:37,Ellaria Sand,94
7,2,Stormborn,38,The Narrow Sea,NA,0:51:03,0:52:37,Yara Greyjoy,94
7,2,Stormborn,38,The Narrow Sea,NA,0:51:03,0:52:37,Theon Greyjoy,94
7,2,Stormborn,39,The Narrow Sea,NA,0:52:37,0:53:04,Yara Greyjoy,27
7,2,Stormborn,39,The Narrow Sea,NA,0:52:37,0:53:04,Theon Greyjoy,27
7,2,Stormborn,41,The Narrow Sea,NA,0:53:15,0:54:05,Yara Greyjoy,50
7,2,Stormborn,41,The Narrow Sea,NA,0:53:15,0:54:05,Theon Greyjoy,50
7,2,Stormborn,41,The Narrow Sea,NA,0:53:15,0:54:05,Euron Greyjoy,50
7,2,Stormborn,42,The Narrow Sea,NA,0:54:05,0:54:16,Yara Greyjoy,11
7,2,Stormborn,42,The Narrow Sea,NA,0:54:05,0:54:16,Theon Greyjoy,11
7,2,Stormborn,42,The Narrow Sea,NA,0:54:05,0:54:16,Euron Greyjoy,11
7,2,Stormborn,42,The Narrow Sea,NA,0:54:05,0:54:16,Tyene Sand,11
7,2,Stormborn,43,The Narrow Sea,NA,0:54:16,0:54:30,Ellaria Sand,14
7,2,Stormborn,43,The Narrow Sea,NA,0:54:16,0:54:30,Tyene Sand,14
7,2,Stormborn,44,The Narrow Sea,NA,0:54:30,0:55:00,Yara Greyjoy,30
7,2,Stormborn,44,The Narrow Sea,NA,0:54:30,0:55:00,Theon Greyjoy,30
7,2,Stormborn,45,The Narrow Sea,NA,0:55:00,0:55:07,Euron Greyjoy,7
7,2,Stormborn,46,The Narrow Sea,NA,0:55:07,0:55:25,Euron Greyjoy,18
7,2,Stormborn,46,The Narrow Sea,NA,0:55:07,0:55:25,Obara Sand,18
7,2,Stormborn,46,The Narrow Sea,NA,0:55:07,0:55:25,Nymeria Sand,18
7,2,Stormborn,47,The Narrow Sea,NA,0:55:25,0:55:29,Tyene Sand,4
7,2,Stormborn,48,The Narrow Sea,NA,0:55:29,0:55:48,Euron Greyjoy,19
7,2,Stormborn,48,The Narrow Sea,NA,0:55:29,0:55:48,Obara Sand,19
7,2,Stormborn,48,The Narrow Sea,NA,0:55:29,0:55:48,Nymeria Sand,19
7,2,Stormborn,49,The Narrow Sea,NA,0:55:48,0:56:03,Euron Greyjoy,15
7,2,Stormborn,49,The Narrow Sea,NA,0:55:48,0:56:03,Nymeria Sand,15
7,2,Stormborn,50,The Narrow Sea,NA,0:56:03,0:56:17,Ellaria Sand,14
7,2,Stormborn,50,The Narrow Sea,NA,0:56:03,0:56:17,Tyene Sand,14
7,2,Stormborn,52,The Narrow Sea,NA,0:56:28,0:57:12,Euron Greyjoy,44
7,2,Stormborn,52,The Narrow Sea,NA,0:56:28,0:57:12,Yara Greyjoy,44
7,2,Stormborn,53,The Narrow Sea,NA,0:57:12,0:57:19,Theon Greyjoy,7
7,2,Stormborn,54,The Narrow Sea,NA,0:57:19,0:58:13,Euron Greyjoy,54
7,2,Stormborn,54,The Narrow Sea,NA,0:57:19,0:58:13,Yara Greyjoy,54
7,2,Stormborn,54,The Narrow Sea,NA,0:57:19,0:58:13,Theon Greyjoy,54
7,2,Stormborn,55,The Narrow Sea,NA,0:58:13,0:58:20,Euron Greyjoy,7
7,2,Stormborn,55,The Narrow Sea,NA,0:58:13,0:58:20,Yara Greyjoy,7
7,2,Stormborn,56,The Narrow Sea,NA,0:58:20,0:58:28,Obara Sand,8
7,2,Stormborn,56,The Narrow Sea,NA,0:58:20,0:58:28,Nymeria Sand,8
7,2,Stormborn,57,The Narrow Sea,NA,0:58:28,0:58:35,Theon Greyjoy,7
7,2,Stormborn,58,The Narrow Sea,NA,0:58:35,0:58:41,Obara Sand,6
7,2,Stormborn,58,The Narrow Sea,NA,0:58:35,0:58:41,Nymeria Sand,6
7,2,Stormborn,59,The Narrow Sea,NA,0:58:41,0:59:13,Theon Greyjoy,32
7,3,The Queen's Justice,2,The Crownlands,Dragonstone,0:04:06,0:05:40,Jon Snow,94
7,3,The Queen's Justice,2,The Crownlands,Dragonstone,0:04:06,0:05:40,Davos Seaworth,94
7,3,The Queen's Justice,2,The Crownlands,Dragonstone,0:04:06,0:05:40,Tyrion Lannister,94
7,3,The Queen's Justice,2,The Crownlands,Dragonstone,0:04:06,0:05:40,Missandei,94
7,3,The Queen's Justice,2,The Crownlands,Dragonstone,0:04:06,0:05:40,Qhono,94
7,3,The Queen's Justice,3,The Crownlands,Dragonstone,0:05:40,0:06:25,Jon Snow,45
7,3,The Queen's Justice,3,The Crownlands,Dragonstone,0:05:40,0:06:25,Davos Seaworth,45
7,3,The Queen's Justice,3,The Crownlands,Dragonstone,0:05:40,0:06:25,Tyrion Lannister,45
7,3,The Queen's Justice,3,The Crownlands,Dragonstone,0:05:40,0:06:25,Missandei,45
7,3,The Queen's Justice,3,The Crownlands,Dragonstone,0:05:40,0:06:25,Qhono,45
7,3,The Queen's Justice,4,The Crownlands,Dragonstone,0:06:25,0:07:27,Jon Snow,62
7,3,The Queen's Justice,4,The Crownlands,Dragonstone,0:06:25,0:07:27,Davos Seaworth,62
7,3,The Queen's Justice,4,The Crownlands,Dragonstone,0:06:25,0:07:27,Tyrion Lannister,62
7,3,The Queen's Justice,4,The Crownlands,Dragonstone,0:06:25,0:07:27,Missandei,62
7,3,The Queen's Justice,4,The Crownlands,Dragonstone,0:06:25,0:07:27,Qhono,62
7,3,The Queen's Justice,5,The Crownlands,Dragonstone,0:07:27,0:08:03,Jon Snow,36
7,3,The Queen's Justice,5,The Crownlands,Dragonstone,0:07:27,0:08:03,Davos Seaworth,36
7,3,The Queen's Justice,5,The Crownlands,Dragonstone,0:07:27,0:08:03,Tyrion Lannister,36
7,3,The Queen's Justice,5,The Crownlands,Dragonstone,0:07:27,0:08:03,Missandei,36
7,3,The Queen's Justice,5,The Crownlands,Dragonstone,0:07:27,0:08:03,Qhono,36
7,3,The Queen's Justice,5,The Crownlands,Dragonstone,0:07:27,0:08:03,Drogon,36
7,3,The Queen's Justice,5,The Crownlands,Dragonstone,0:07:27,0:08:03,Viserion,36
7,3,The Queen's Justice,5,The Crownlands,Dragonstone,0:07:27,0:08:03,Rhaegal,36
7,3,The Queen's Justice,6,The Crownlands,Dragonstone,0:08:03,0:09:48,Melisandre,105
7,3,The Queen's Justice,6,The Crownlands,Dragonstone,0:08:03,0:09:48,Lord Varys,105
7,3,The Queen's Justice,7,The Crownlands,Dragonstone,0:09:48,0:09:54,Melisandre,6
7,3,The Queen's Justice,7,The Crownlands,Dragonstone,0:09:48,0:09:54,Lord Varys,6
7,3,The Queen's Justice,8,The Crownlands,Dragonstone,0:09:54,0:19:15,Daenerys Targaryen,561
7,3,The Queen's Justice,8,The Crownlands,Dragonstone,0:09:54,0:19:15,Jon Snow,561
7,3,The Queen's Justice,8,The Crownlands,Dragonstone,0:09:54,0:19:15,Davos Seaworth,561
7,3,The Queen's Justice,8,The Crownlands,Dragonstone,0:09:54,0:19:15,Tyrion Lannister,561
7,3,The Queen's Justice,8,The Crownlands,Dragonstone,0:09:54,0:19:15,Missandei,561
7,3,The Queen's Justice,8,The Crownlands,Dragonstone,0:09:54,0:19:15,Qhono,561
7,3,The Queen's Justice,9,The Crownlands,Dragonstone,0:19:15,0:20:05,Daenerys Targaryen,50
7,3,The Queen's Justice,9,The Crownlands,Dragonstone,0:19:15,0:20:05,Jon Snow,50
7,3,The Queen's Justice,9,The Crownlands,Dragonstone,0:19:15,0:20:05,Davos Seaworth,50
7,3,The Queen's Justice,9,The Crownlands,Dragonstone,0:19:15,0:20:05,Tyrion Lannister,50
7,3,The Queen's Justice,9,The Crownlands,Dragonstone,0:19:15,0:20:05,Missandei,50
7,3,The Queen's Justice,9,The Crownlands,Dragonstone,0:19:15,0:20:05,Qhono,50
7,3,The Queen's Justice,9,The Crownlands,Dragonstone,0:19:15,0:20:05,Lord Varys,50
7,3,The Queen's Justice,10,The Crownlands,Dragonstone,0:20:05,0:20:25,Daenerys Targaryen,20
7,3,The Queen's Justice,10,The Crownlands,Dragonstone,0:20:05,0:20:25,Tyrion Lannister,20
7,3,The Queen's Justice,10,The Crownlands,Dragonstone,0:20:05,0:20:25,Missandei,20
7,3,The Queen's Justice,10,The Crownlands,Dragonstone,0:20:05,0:20:25,Lord Varys,20
7,3,The Queen's Justice,11,The Narrow Sea,NA,0:20:25,0:21:11,Theon Greyjoy,46
7,3,The Queen's Justice,11,The Narrow Sea,NA,0:20:25,0:21:11,Harrag,46
7,3,The Queen's Justice,13,The Crownlands,King's Landing,0:21:19,0:22:34,Euron Greyjoy,75
7,3,The Queen's Justice,13,The Crownlands,King's Landing,0:21:19,0:22:34,Yara Greyjoy,75
7,3,The Queen's Justice,13,The Crownlands,King's Landing,0:21:19,0:22:34,Ellaria Sand,75
7,3,The Queen's Justice,13,The Crownlands,King's Landing,0:21:19,0:22:34,Tyene Sand,75
7,3,The Queen's Justice,14,The Crownlands,King's Landing,0:22:34,0:22:41,Euron Greyjoy,7
7,3,The Queen's Justice,14,The Crownlands,King's Landing,0:22:34,0:22:41,Yara Greyjoy,7
7,3,The Queen's Justice,14,The Crownlands,King's Landing,0:22:34,0:22:41,Ellaria Sand,7
7,3,The Queen's Justice,14,The Crownlands,King's Landing,0:22:34,0:22:41,Tyene Sand,7
7,3,The Queen's Justice,15,The Crownlands,King's Landing,0:22:41,0:25:17,Euron Greyjoy,156
7,3,The Queen's Justice,15,The Crownlands,King's Landing,0:22:41,0:25:17,Yara Greyjoy,156
7,3,The Queen's Justice,15,The Crownlands,King's Landing,0:22:41,0:25:17,Ellaria Sand,156
7,3,The Queen's Justice,15,The Crownlands,King's Landing,0:22:41,0:25:17,Tyene Sand,156
7,3,The Queen's Justice,15,The Crownlands,King's Landing,0:22:41,0:25:17,Cersei Lannister,156
7,3,The Queen's Justice,15,The Crownlands,King's Landing,0:22:41,0:25:17,Gregor Clegane,156
7,3,The Queen's Justice,15,The Crownlands,King's Landing,0:22:41,0:25:17,Jaime Lannister,156
7,3,The Queen's Justice,15,The Crownlands,King's Landing,0:22:41,0:25:17,Qyburn,156
7,3,The Queen's Justice,16,The Crownlands,King's Landing,0:25:17,0:29:54,Ellaria Sand,277
7,3,The Queen's Justice,16,The Crownlands,King's Landing,0:25:17,0:29:54,Tyene Sand,277
7,3,The Queen's Justice,16,The Crownlands,King's Landing,0:25:17,0:29:54,Cersei Lannister,277
7,3,The Queen's Justice,16,The Crownlands,King's Landing,0:25:17,0:29:54,Gregor Clegane,277
7,3,The Queen's Justice,16,The Crownlands,King's Landing,0:25:17,0:29:54,Qyburn,277
7,3,The Queen's Justice,17,The Crownlands,King's Landing,0:29:54,0:30:03,Ellaria Sand,9
7,3,The Queen's Justice,17,The Crownlands,King's Landing,0:29:54,0:30:03,Tyene Sand,9
7,3,The Queen's Justice,18,The Crownlands,King's Landing,0:30:03,0:30:09,Jaime Lannister,6
7,3,The Queen's Justice,19,The Crownlands,King's Landing,0:30:09,0:30:49,Jaime Lannister,40
7,3,The Queen's Justice,19,The Crownlands,King's Landing,0:30:09,0:30:49,Cersei Lannister,40
7,3,The Queen's Justice,20,The Crownlands,King's Landing,0:30:49,0:31:23,Jaime Lannister,34
7,3,The Queen's Justice,20,The Crownlands,King's Landing,0:30:49,0:31:23,Cersei Lannister,34
7,3,The Queen's Justice,21,The Crownlands,King's Landing,0:31:23,0:31:41,Jaime Lannister,18
7,3,The Queen's Justice,21,The Crownlands,King's Landing,0:31:23,0:31:41,Cersei Lannister,18
7,3,The Queen's Justice,21,The Crownlands,King's Landing,0:31:23,0:31:41,Bernadette,18
7,3,The Queen's Justice,22,The Crownlands,King's Landing,0:31:41,0:34:24,Cersei Lannister,163
7,3,The Queen's Justice,22,The Crownlands,King's Landing,0:31:41,0:34:24,Tycho Nestoris,163
7,3,The Queen's Justice,23,The Crownlands,Dragonstone,0:34:24,0:38:15,Jon Snow,231
7,3,The Queen's Justice,23,The Crownlands,Dragonstone,0:34:24,0:38:15,Tyrion Lannister,231
7,3,The Queen's Justice,24,The Crownlands,Dragonstone,0:38:15,0:40:09,Daenerys Targaryen,114
7,3,The Queen's Justice,24,The Crownlands,Dragonstone,0:38:15,0:40:09,Tyrion Lannister,114
7,3,The Queen's Justice,25,The Crownlands,Dragonstone,0:40:09,0:40:46,Daenerys Targaryen,37
7,3,The Queen's Justice,25,The Crownlands,Dragonstone,0:40:09,0:40:46,Jon Snow,37
7,3,The Queen's Justice,25,The Crownlands,Dragonstone,0:40:09,0:40:46,Viserion,37
7,3,The Queen's Justice,25,The Crownlands,Dragonstone,0:40:09,0:40:46,Rhaegal,37
7,3,The Queen's Justice,26,The Crownlands,Dragonstone,0:40:46,0:42:03,Daenerys Targaryen,77
7,3,The Queen's Justice,26,The Crownlands,Dragonstone,0:40:46,0:42:03,Jon Snow,77
7,3,The Queen's Justice,28,The North,Winterfell,0:42:11,0:43:13,Sansa Stark,62
7,3,The Queen's Justice,28,The North,Winterfell,0:42:11,0:43:13,Petyr Baelish,62
7,3,The Queen's Justice,28,The North,Winterfell,0:42:11,0:43:13,Maester Wolkan,62
7,3,The Queen's Justice,28,The North,Winterfell,0:42:11,0:43:13,Yohn Royce,62
7,3,The Queen's Justice,29,The North,Winterfell,0:43:13,0:43:29,Sansa Stark,16
7,3,The Queen's Justice,29,The North,Winterfell,0:43:13,0:43:29,Petyr Baelish,16
7,3,The Queen's Justice,29,The North,Winterfell,0:43:13,0:43:29,Yohn Royce,16
7,3,The Queen's Justice,30,The North,Winterfell,0:43:29,0:44:48,Sansa Stark,79
7,3,The Queen's Justice,30,The North,Winterfell,0:43:29,0:44:48,Petyr Baelish,79
7,3,The Queen's Justice,31,The North,Winterfell,0:44:48,0:44:58,Sansa Stark,10
7,3,The Queen's Justice,32,The North,Winterfell,0:44:58,0:45:32,Sansa Stark,34
7,3,The Queen's Justice,32,The North,Winterfell,0:44:58,0:45:32,Bran Stark,34
7,3,The Queen's Justice,32,The North,Winterfell,0:44:58,0:45:32,Meera Reed,34
7,3,The Queen's Justice,33,The North,Winterfell,0:45:32,0:47:32,Sansa Stark,120
7,3,The Queen's Justice,33,The North,Winterfell,0:45:32,0:47:32,Bran Stark,120
7,3,The Queen's Justice,34,The Reach,Oldtown,0:47:32,0:48:43,Archmaester Ebrose,71
7,3,The Queen's Justice,34,The Reach,Oldtown,0:47:32,0:48:43,Samwell Tarly,71
7,3,The Queen's Justice,34,The Reach,Oldtown,0:47:32,0:48:43,Jorah Mormont,71
7,3,The Queen's Justice,35,The Reach,Oldtown,0:48:43,0:50:01,Samwell Tarly,78
7,3,The Queen's Justice,35,The Reach,Oldtown,0:48:43,0:50:01,Jorah Mormont,78
7,3,The Queen's Justice,36,The Reach,Oldtown,0:50:01,0:51:47,Archmaester Ebrose,106
7,3,The Queen's Justice,36,The Reach,Oldtown,0:50:01,0:51:47,Samwell Tarly,106
7,3,The Queen's Justice,37,The Crownlands,Dragonstone,0:51:47,0:52:47,Daenerys Targaryen,60
7,3,The Queen's Justice,37,The Crownlands,Dragonstone,0:51:47,0:52:47,Tyrion Lannister,60
7,3,The Queen's Justice,37,The Crownlands,Dragonstone,0:51:47,0:52:47,Missandei,60
7,3,The Queen's Justice,37,The Crownlands,Dragonstone,0:51:47,0:52:47,Lord Varys,60
7,3,The Queen's Justice,39,The Westerlands,Casterly Rock,0:52:59,0:53:05,Grey Worm,6
7,3,The Queen's Justice,41,The Crownlands,Dragonstone,0:53:37,0:54:12,Daenerys Targaryen,35
7,3,The Queen's Justice,41,The Crownlands,Dragonstone,0:53:37,0:54:12,Tyrion Lannister,35
7,3,The Queen's Justice,41,The Crownlands,Dragonstone,0:53:37,0:54:12,Missandei,35
7,3,The Queen's Justice,41,The Crownlands,Dragonstone,0:53:37,0:54:12,Lord Varys,35
7,3,The Queen's Justice,42,The Westerlands,Casterly Rock,0:54:12,0:54:47,Grey Worm,35
7,3,The Queen's Justice,44,The Westerlands,Casterly Rock,0:55:00,0:55:25,Grey Worm,25
7,3,The Queen's Justice,45,The Westerlands,Casterly Rock,0:55:25,0:56:12,Grey Worm,47
7,3,The Queen's Justice,46,The Reach,Highgarden,0:56:12,0:56:26,Jaime Lannister,14
7,3,The Queen's Justice,47,The Reach,Highgarden,0:56:26,0:56:45,Jaime Lannister,19
7,3,The Queen's Justice,47,The Reach,Highgarden,0:56:26,0:56:45,Bronn,19
7,3,The Queen's Justice,47,The Reach,Highgarden,0:56:26,0:56:45,Randyll Tarly,19
7,3,The Queen's Justice,47,The Reach,Highgarden,0:56:26,0:56:45,Dickon Tarly,19
7,3,The Queen's Justice,48,The Reach,Highgarden,0:56:45,0:57:05,Olenna Tyrell,20
7,3,The Queen's Justice,49,The Reach,Highgarden,0:57:05,0:57:30,Jaime Lannister,25
7,3,The Queen's Justice,50,The Reach,Highgarden,0:57:30,1:03:04,Olenna Tyrell,334
7,3,The Queen's Justice,50,The Reach,Highgarden,0:57:30,1:03:04,Jaime Lannister,334
7,4,The Spoils of War,2,The Reach,Highgarden,0:04:17,0:04:23,Jaime Lannister,6
7,4,The Spoils of War,3,The Reach,Highgarden,0:04:23,0:05:45,Jaime Lannister,82
7,4,The Spoils of War,3,The Reach,Highgarden,0:04:23,0:05:45,Bronn,82
7,4,The Spoils of War,4,The Reach,Highgarden,0:04:45,0:06:42,Jaime Lannister,117
7,4,The Spoils of War,4,The Reach,Highgarden,0:04:45,0:06:42,Bronn,117
7,4,The Spoils of War,4,The Reach,Highgarden,0:04:45,0:06:42,Randyll Tarly,117
7,4,The Spoils of War,4,The Reach,Highgarden,0:04:45,0:06:42,Dickon Tarly,117
7,4,The Spoils of War,5,The Crownlands,King's Landing,0:06:42,0:08:12,Tycho Nestoris,90
7,4,The Spoils of War,5,The Crownlands,King's Landing,0:06:42,0:08:12,Cersei Lannister,90
7,4,The Spoils of War,6,The North,Winterfell,0:08:12,0:09:57,Petyr Baelish,105
7,4,The Spoils of War,6,The North,Winterfell,0:08:12,0:09:57,Bran Stark,105
7,4,The Spoils of War,7,The North,Winterfell,0:09:57,0:10:19,Petyr Baelish,22
7,4,The Spoils of War,7,The North,Winterfell,0:09:57,0:10:19,Bran Stark,22
7,4,The Spoils of War,7,The North,Winterfell,0:09:57,0:10:19,Meera Reed,22
7,4,The Spoils of War,8,The North,Winterfell,0:10:19,0:12:03,Bran Stark,104
7,4,The Spoils of War,8,The North,Winterfell,0:10:19,0:12:03,Meera Reed,104
7,4,The Spoils of War,9,The North,The Kingsroad South to King's Landing,0:12:03,0:12:19,Arya Stark,16
7,4,The Spoils of War,10,The North,Winterfell,0:12:19,0:14:02,Arya Stark,103
7,4,The Spoils of War,10,The North,Winterfell,0:12:19,0:14:02,Koner,103
7,4,The Spoils of War,10,The North,Winterfell,0:12:19,0:14:02,Henk,103
7,4,The Spoils of War,11,The North,Winterfell,0:14:02,0:14:33,Arya Stark,31
7,4,The Spoils of War,12,The North,Winterfell,0:14:33,0:14:48,Koner,15
7,4,The Spoils of War,12,The North,Winterfell,0:14:33,0:14:48,Henk,15
7,4,The Spoils of War,13,The North,Winterfell,0:14:48,0:15:07,Koner,19
7,4,The Spoils of War,13,The North,Winterfell,0:14:48,0:15:07,Henk,19
7,4,The Spoils of War,13,The North,Winterfell,0:14:48,0:15:07,Sansa Stark,19
7,4,The Spoils of War,14,The North,Winterfell,0:15:07,0:17:55,Arya Stark,168
7,4,The Spoils of War,14,The North,Winterfell,0:15:07,0:17:55,Sansa Stark,168
7,4,The Spoils of War,15,The North,Winterfell,0:17:55,0:20:30,Arya Stark,155
7,4,The Spoils of War,15,The North,Winterfell,0:17:55,0:20:30,Sansa Stark,155
7,4,The Spoils of War,15,The North,Winterfell,0:17:55,0:20:30,Bran Stark,155
7,4,The Spoils of War,16,The North,Winterfell,0:20:30,0:20:53,Arya Stark,23
7,4,The Spoils of War,16,The North,Winterfell,0:20:30,0:20:53,Sansa Stark,23
7,4,The Spoils of War,16,The North,Winterfell,0:20:30,0:20:53,Bran Stark,23
7,4,The Spoils of War,16,The North,Winterfell,0:20:30,0:20:53,Brienne of Tarth,23
7,4,The Spoils of War,16,The North,Winterfell,0:20:30,0:20:53,Podrick Payne,23
7,4,The Spoils of War,17,The North,Winterfell,0:20:53,0:21:13,Brienne of Tarth,20
7,4,The Spoils of War,17,The North,Winterfell,0:20:53,0:21:13,Podrick Payne,20
7,4,The Spoils of War,18,The North,Winterfell,0:21:13,0:21:20,Arya Stark,7
7,4,The Spoils of War,18,The North,Winterfell,0:21:13,0:21:20,Sansa Stark,7
7,4,The Spoils of War,18,The North,Winterfell,0:21:13,0:21:20,Bran Stark,7
7,4,The Spoils of War,18,The North,Winterfell,0:21:13,0:21:20,Petyr Baelish,7
7,4,The Spoils of War,19,The Crownlands,Dragonstone,0:21:20,0:21:50,Daenerys Targaryen,30
7,4,The Spoils of War,19,The Crownlands,Dragonstone,0:21:20,0:21:50,Missandei,30
7,4,The Spoils of War,19,The Crownlands,Dragonstone,0:21:20,0:21:50,Qhono,30
7,4,The Spoils of War,20,The Crownlands,Dragonstone,0:21:50,0:22:01,Daenerys Targaryen,11
7,4,The Spoils of War,20,The Crownlands,Dragonstone,0:21:50,0:22:01,Missandei,11
7,4,The Spoils of War,20,The Crownlands,Dragonstone,0:21:50,0:22:01,Qhono,11
7,4,The Spoils of War,20,The Crownlands,Dragonstone,0:21:50,0:22:01,Jon Snow,11
7,4,The Spoils of War,21,The Crownlands,Dragonstone,0:22:01,0:22:10,Daenerys Targaryen,9
7,4,The Spoils of War,21,The Crownlands,Dragonstone,0:22:01,0:22:10,Missandei,9
7,4,The Spoils of War,21,The Crownlands,Dragonstone,0:22:01,0:22:10,Jon Snow,9
7,4,The Spoils of War,22,The Crownlands,Dragonstone,0:22:10,0:23:12,Daenerys Targaryen,62
7,4,The Spoils of War,22,The Crownlands,Dragonstone,0:22:10,0:23:12,Missandei,62
7,4,The Spoils of War,22,The Crownlands,Dragonstone,0:22:10,0:23:12,Jon Snow,62
7,4,The Spoils of War,22,The Crownlands,Dragonstone,0:22:10,0:23:12,Davos Seaworth,62
7,4,The Spoils of War,23,The Crownlands,Dragonstone,0:23:12,0:26:16,Daenerys Targaryen,184
7,4,The Spoils of War,23,The Crownlands,Dragonstone,0:23:12,0:26:16,Jon Snow,184
7,4,The Spoils of War,24,The Crownlands,Dragonstone,0:26:16,0:27:32,Daenerys Targaryen,76
7,4,The Spoils of War,24,The Crownlands,Dragonstone,0:26:16,0:27:32,Missandei,76
7,4,The Spoils of War,24,The Crownlands,Dragonstone,0:26:16,0:27:32,Jon Snow,76
7,4,The Spoils of War,24,The Crownlands,Dragonstone,0:26:16,0:27:32,Davos Seaworth,76
7,4,The Spoils of War,24,The Crownlands,Dragonstone,0:26:16,0:27:32,Tyrion Lannister,76
7,4,The Spoils of War,24,The Crownlands,Dragonstone,0:26:16,0:27:32,Lord Varys,76
7,4,The Spoils of War,25,The Crownlands,Dragonstone,0:27:32,0:27:36,Daenerys Targaryen,4
7,4,The Spoils of War,25,The Crownlands,Dragonstone,0:27:32,0:27:36,Missandei,4
7,4,The Spoils of War,25,The Crownlands,Dragonstone,0:27:32,0:27:36,Jon Snow,4
7,4,The Spoils of War,25,The Crownlands,Dragonstone,0:27:32,0:27:36,Davos Seaworth,4
7,4,The Spoils of War,25,The Crownlands,Dragonstone,0:27:32,0:27:36,Tyrion Lannister,4
7,4,The Spoils of War,25,The Crownlands,Dragonstone,0:27:32,0:27:36,Lord Varys,4
7,4,The Spoils of War,25,The Crownlands,Dragonstone,0:27:32,0:27:36,Drogon,4
7,4,The Spoils of War,25,The Crownlands,Dragonstone,0:27:32,0:27:36,Viserion,4
7,4,The Spoils of War,25,The Crownlands,Dragonstone,0:27:32,0:27:36,Rhaegal,4
7,4,The Spoils of War,26,The Crownlands,Dragonstone,0:27:36,0:28:13,Daenerys Targaryen,37
7,4,The Spoils of War,26,The Crownlands,Dragonstone,0:27:36,0:28:13,Missandei,37
7,4,The Spoils of War,26,The Crownlands,Dragonstone,0:27:36,0:28:13,Jon Snow,37
7,4,The Spoils of War,26,The Crownlands,Dragonstone,0:27:36,0:28:13,Davos Seaworth,37
